Loan_ID,Customer_ID,Age,Employment_Type,Monthly_Income,Location,Credit_Score,Loan_Type,Loan_Amount,Interest_Rate,Tenure_Months,Monthly_Repayment,Amount_Repaid,Outstanding_Amount,Loan_Status,Days_Past_Due,DTIR,LTIR,DTI Score,Credit Score,DPD Score,LTI Score,Employement Type Score,Weigthed Result,Result
LOAN000895,CUST00895,46,Salaried,348565,Lagos,810,Personal,402716,20.64,36,13495.46,340598,62118,Defaulted,161,4%,116%,1,1,11,2,1,16,High Risk
LOAN000896,CUST00896,35,Unemployed,1024445,Kano,663,Education,1351764,10.78,12,124790.35,253385.81,1098378.19,Active,30,12%,132%,1,2,1,2,3,9,Medium Risk
LOAN000897,CUST00897,20,Salaried,1476058,Abuja,730,Personal,786976,21.85,12,79910.85,552425.8,234550.2,Active,20,5%,53%,1,1,1,1,1,5,Low Risk
LOAN000898,CUST00898,45,Salaried,680484,Abuja,559,Education,1514712,7.46,12,135642.46,1232913.45,281798.55,Delinquent,48,20%,223%,1,3,5,3,1,13,High Risk
LOAN000899,CUST00899,39,Unemployed,1480469,Abuja,554,Emergency,1382047,10.23,24,63476.27,904250.99,477796.01,Active,20,4%,93%,1,3,1,1,3,9,Medium Risk
LOAN000900,CUST00900,56,Salaried,1307271,Ibadan,652,Personal,1966835,18.84,6,389564.45,2110024.8,0,Closed,0,30%,150%,1,2,1,2,1,0,Loan Closed
LOAN000901,CUST00901,43,Self-employed,70087,Kano,642,Personal,916465,16.12,24,44341.63,1099758,0,Closed,0,63%,1308%,3,2,1,3,2,0,Loan Closed
LOAN000902,CUST00902,42,Self-employed,1411255,Kano,468,Education,1179629,5.62,24,51913.51,634024.6,545604.4,Active,20,4%,84%,1,3,1,1,2,8,Medium Risk
LOAN000903,CUST00903,30,Salaried,861075,Ibadan,459,Personal,1660541,21.24,6,335539.98,347149.54,1313391.46,Active,20,39%,193%,2,3,1,2,1,9,Medium Risk
LOAN000904,CUST00904,63,Self-employed,514562,Abuja,711,Business,1640524,10.62,18,100819.31,1361861.3,278662.7,Active,20,20%,319%,1,1,1,3,2,8,Medium Risk
LOAN000905,CUST00905,58,Unemployed,1085591,Ibadan,757,Personal,127166,10.62,36,3907.53,35052.39,92113.61,Active,10,0%,12%,1,1,1,1,3,7,Low Risk
LOAN000906,CUST00906,22,Salaried,631639,Kano,667,Business,1086016,8.41,12,98112.5,657128.39,428887.61,Active,10,16%,172%,1,2,1,2,1,7,Low Risk
LOAN000907,CUST00907,64,Salaried,186418,Port Harcourt,757,Business,1245173,22.11,36,42235.58,1494207.6,0,Closed,0,23%,668%,1,1,1,3,1,0,Loan Closed
LOAN000908,CUST00908,18,Salaried,1471824,Ibadan,543,Personal,1503296,18.55,36,49504.37,1006367.69,496928.31,Active,30,3%,102%,1,3,1,2,1,8,Medium Risk
LOAN000909,CUST00909,51,Salaried,727378,Lagos,563,Business,903280,10.48,36,27720.66,94352.46,808927.54,Active,20,4%,124%,1,3,1,2,1,8,Medium Risk
LOAN000910,CUST00910,39,Salaried,148492,Lagos,531,Personal,930934,15.65,18,59812.51,639236,291698,Active,10,40%,627%,2,3,1,3,1,10,Medium Risk
LOAN000911,CUST00911,37,Unemployed,523176,Lagos,659,Personal,938815,24.16,12,97136.06,667143.45,271671.55,Active,20,19%,179%,1,2,1,2,3,9,Medium Risk
LOAN000912,CUST00912,24,Salaried,108453,Ibadan,571,Business,1744622,5.48,18,102234.85,1190779.89,553842.11,Delinquent,46,94%,1609%,3,3,5,3,1,15,High Risk
LOAN000913,CUST00913,57,Self-employed,764713,Ibadan,703,Personal,1773090,11.67,12,165000.8,1419529.47,353560.53,Defaulted,166,22%,232%,1,1,11,3,2,18,High Risk
LOAN000914,CUST00914,38,Salaried,1361451,Lagos,819,Business,311779,6.71,6,55449.9,131845.19,179933.81,Defaulted,138,4%,23%,1,1,11,1,1,15,High Risk
LOAN000915,CUST00915,24,Unemployed,180028,Lagos,652,Personal,976770,6.1,36,28787.58,703688.12,273081.88,Active,0,16%,543%,1,2,1,3,3,10,Medium Risk
LOAN000916,CUST00916,47,Self-employed,668485,Ibadan,677,Emergency,892390,6.92,24,39755.97,858893.54,33496.46,Active,0,6%,133%,1,2,1,2,2,8,Medium Risk
LOAN000917,CUST00917,47,Self-employed,947802,Kano,684,Education,1348620,7.03,6,240571.33,1397090.74,0,Closed,0,25%,142%,1,2,1,2,2,0,Loan Closed
LOAN000918,CUST00918,54,Salaried,1282733,Abuja,693,Education,265355,5.25,6,46547.69,150262.25,115092.75,Active,10,4%,21%,1,2,1,1,1,6,Low Risk
LOAN000919,CUST00919,21,Salaried,795309,Abuja,663,Education,1569644,17.42,12,153589.67,638660.11,930983.89,Active,0,19%,197%,1,2,1,2,1,7,Low Risk
LOAN000920,CUST00920,27,Salaried,1275832,Ibadan,625,Education,1416724,20.09,18,94519.1,1048419.68,368304.32,Active,10,7%,111%,1,2,1,2,1,7,Low Risk
LOAN000921,CUST00921,21,Salaried,1315273,Abuja,424,Personal,823492,24.41,36,28458.51,585864.12,237627.88,Active,10,2%,63%,1,3,1,1,1,7,Low Risk
LOAN000922,CUST00922,30,Salaried,935126,Ibadan,661,Emergency,470210,17.81,12,46162.87,275252.72,194957.28,Delinquent,52,5%,50%,1,2,5,1,1,10,Medium Risk
LOAN000923,CUST00923,39,Self-employed,1307792,Abuja,526,Personal,1836791,16.57,18,118952.63,1465680.08,371110.92,Active,30,9%,140%,1,3,1,2,2,9,Medium Risk
LOAN000924,CUST00924,18,Self-employed,1002740,Abuja,546,Business,1959547,5.84,12,172832.05,2213724.45,0,Closed,0,17%,195%,1,3,1,2,2,0,Loan Closed
LOAN000925,CUST00925,65,Self-employed,1028398,Ibadan,701,Business,551259,14.61,18,35099.89,573770.85,0,Closed,0,3%,54%,1,1,1,1,2,0,Loan Closed
LOAN000926,CUST00926,27,Salaried,889516,Port Harcourt,850,Emergency,64104,12.26,6,11993.86,35650.27,28453.73,Active,0,1%,7%,1,1,1,1,1,5,Low Risk
LOAN000927,CUST00927,30,Self-employed,457693,Port Harcourt,760,Business,1964089,20.31,6,393832.58,769744.06,1194344.94,Defaulted,115,86%,429%,3,1,11,3,2,20,High Risk
LOAN000928,CUST00928,33,Self-employed,509161,Abuja,569,Business,1557509,8.49,36,46937.26,1635656.54,0,Closed,0,9%,306%,1,3,1,3,2,0,Loan Closed
LOAN000929,CUST00929,61,Salaried,95072,Abuja,619,Emergency,599010,23.21,6,123006.7,699487.69,0,Closed,0,129%,630%,3,2,1,3,1,0,Loan Closed
LOAN000930,CUST00930,41,Self-employed,1423360,Port Harcourt,681,Business,282718,11.77,12,26332.83,236524.17,46193.83,Active,10,2%,20%,1,2,1,1,2,7,Low Risk
LOAN000931,CUST00931,30,Unemployed,1155045,Abuja,747,Emergency,1356953,22.63,6,277338.58,963039.56,393913.44,Active,10,24%,117%,1,1,1,2,3,8,Medium Risk
LOAN000932,CUST00932,55,Salaried,834870,Abuja,440,Education,950811,24.54,12,98678.33,939445.59,11365.41,Defaulted,168,12%,114%,1,3,11,2,1,18,High Risk
LOAN000933,CUST00933,26,Salaried,361567,Kano,450,Emergency,161692,17.59,18,10562.98,184539.41,0,Closed,0,3%,45%,1,3,1,1,1,0,Loan Closed
LOAN000934,CUST00934,22,Self-employed,488802,Abuja,785,Emergency,1695562,14.41,36,53885.9,1796895.33,0,Closed,0,11%,347%,1,1,1,3,2,0,Loan Closed
LOAN000935,CUST00935,51,Self-employed,1402813,Ibadan,600,Emergency,834892,14.97,24,39994.81,352917.26,481974.74,Active,20,3%,60%,1,2,1,1,2,7,Low Risk
LOAN000936,CUST00936,32,Salaried,1043542,Abuja,624,Emergency,890844,17.76,36,29140.5,372629.89,518214.11,Active,10,3%,85%,1,2,1,1,1,6,Low Risk
LOAN000937,CUST00937,34,Salaried,541540,Kano,743,Personal,691726,13.5,24,32712.88,454871.9,236854.1,Active,20,6%,128%,1,1,1,2,1,6,Low Risk
LOAN000938,CUST00938,32,Self-employed,331711,Kano,817,Personal,668760,13.89,18,42313.93,764454.62,0,Closed,0,13%,202%,1,1,1,3,2,0,Loan Closed
LOAN000939,CUST00939,49,Salaried,1025706,Port Harcourt,624,Education,755427,13.52,24,35731.7,439167.18,316259.82,Active,20,3%,74%,1,2,1,1,1,6,Low Risk
LOAN000940,CUST00940,36,Salaried,851889,Kano,553,Personal,976287,9.68,6,178465.26,239159.6,737127.4,Active,0,21%,115%,1,3,1,2,1,8,Medium Risk
LOAN000941,CUST00941,20,Unemployed,629705,Kano,843,Business,256378,7.37,18,15292.95,266493.52,0,Closed,0,2%,41%,1,1,1,1,3,0,Loan Closed
LOAN000942,CUST00942,63,Salaried,749940,Kano,578,Education,740469,10,18,45250.88,281152.63,459316.37,Active,10,6%,99%,1,3,1,1,1,7,Low Risk
LOAN000943,CUST00943,59,Self-employed,67896,Lagos,683,Emergency,641072,21.45,24,32440.91,475725.6,165346.4,Defaulted,164,48%,944%,3,2,11,3,2,21,High Risk
LOAN000944,CUST00944,48,Salaried,1421728,Abuja,700,Emergency,1646269,24.03,24,85077.81,834854.2,811414.8,Active,10,6%,116%,1,1,1,2,1,6,Low Risk
LOAN000945,CUST00945,31,Salaried,1017628,Ibadan,648,Emergency,230094,11.26,12,21333.55,139862.22,90231.78,Active,30,2%,23%,1,2,1,1,1,6,Low Risk
LOAN000946,CUST00946,49,Salaried,1221147,Port Harcourt,650,Education,341399,16.55,12,33158.38,311999.52,29399.48,Active,0,3%,28%,1,2,1,1,1,6,Low Risk
LOAN000947,CUST00947,54,Salaried,522888,Lagos,636,Business,1488148,20.05,36,49625.6,921288.96,566859.04,Active,0,9%,285%,1,2,1,3,1,8,Medium Risk
LOAN000948,CUST00948,43,Unemployed,372313,Ibadan,605,Business,742585,16.36,36,24002,537253.65,205331.35,Defaulted,163,6%,199%,1,2,11,2,3,19,High Risk
LOAN000949,CUST00949,58,Salaried,869223,Port Harcourt,841,Personal,860410,8.77,6,155977.99,578506.28,281903.72,Active,30,18%,99%,1,1,1,1,1,5,Low Risk
LOAN000950,CUST00950,30,Salaried,409501,Lagos,614,Emergency,1209529,8.55,36,36470.66,1110681.25,98847.75,Active,10,9%,295%,1,2,1,3,1,8,Medium Risk
LOAN000951,CUST00951,51,Salaried,645208,Lagos,609,Business,660492,18.19,6,130105.92,633468.84,27023.16,Active,20,20%,102%,1,2,1,2,1,7,Low Risk
LOAN000952,CUST00952,26,Self-employed,735290,Kano,694,Emergency,911638,12.82,6,171418.33,1004568,0,Closed,0,23%,124%,1,2,1,2,2,0,Loan Closed
LOAN000953,CUST00953,37,Self-employed,1052965,Ibadan,703,Emergency,865777,24.1,12,89535.77,621462.83,244314.17,Active,10,9%,82%,1,1,1,1,2,6,Low Risk
LOAN000954,CUST00954,35,Self-employed,382988,Abuja,514,Personal,700775,16.75,36,22726.52,195332.03,505442.97,Delinquent,60,6%,183%,1,3,5,2,2,13,High Risk
LOAN000955,CUST00955,47,Salaried,349246,Ibadan,667,Personal,1779275,12.98,12,167518.74,697159.98,1082115.02,Active,30,48%,509%,3,2,1,3,1,10,Medium Risk
LOAN000956,CUST00956,62,Salaried,241056,Port Harcourt,850,Emergency,1897578,23.38,18,130068.43,2277093.6,0,Closed,0,54%,787%,3,1,1,3,1,0,Loan Closed
LOAN000957,CUST00957,47,Self-employed,1335611,Ibadan,710,Business,1832251,8.5,12,165666.03,1724909.18,107341.82,Active,30,12%,137%,1,1,1,2,2,7,Low Risk
LOAN000958,CUST00958,35,Salaried,1242472,Kano,584,Education,1515164,23.91,12,156453.31,317703.65,1197460.35,Delinquent,41,13%,122%,1,3,5,2,1,12,High Risk
LOAN000959,CUST00959,53,Unemployed,1448080,Lagos,575,Education,1513904,19.53,12,150797.45,777639.31,736264.69,Defaulted,142,10%,105%,1,3,11,2,3,20,High Risk
LOAN000960,CUST00960,34,Self-employed,210502,Abuja,593,Personal,1107792,20.33,18,74055.9,774963.49,332828.51,Active,10,35%,526%,2,3,1,3,2,11,Medium Risk
LOAN000961,CUST00961,30,Salaried,1019235,Ibadan,739,Personal,1389800,18.89,24,68847.22,217100.74,1172699.26,Active,30,7%,136%,1,1,1,2,1,6,Low Risk
LOAN000962,CUST00962,49,Salaried,72517,Ibadan,678,Personal,1537089,23.34,18,105324.75,658146.3,878942.7,Active,30,145%,2120%,3,2,1,3,1,10,Medium Risk
LOAN000963,CUST00963,26,Salaried,223117,Ibadan,539,Education,558126,19.27,24,27736.54,669751.2,0,Closed,0,12%,250%,1,3,1,3,1,0,Loan Closed
LOAN000964,CUST00964,28,Salaried,388410,Lagos,615,Personal,87887,17.14,12,8579.24,0,87887,Active,30,2%,23%,1,2,1,1,1,6,Low Risk
LOAN000965,CUST00965,63,Salaried,1470575,Lagos,850,Business,974126,12.16,12,91048.31,1052336.52,0,Closed,0,6%,66%,1,1,1,1,1,0,Loan Closed
LOAN000966,CUST00966,42,Self-employed,977063,Port Harcourt,709,Emergency,1804270,17.7,36,58989.61,687670.67,1116599.33,Active,0,6%,185%,1,1,1,2,2,7,Low Risk
LOAN000967,CUST00967,33,Salaried,159922,Abuja,637,Personal,152057,20.45,12,15262.72,92816.64,59240.36,Defaulted,137,10%,95%,1,2,11,1,1,16,High Risk
LOAN000968,CUST00968,61,Salaried,83635,Lagos,469,Business,80534,11.74,12,7499.06,96640.8,0,Closed,0,9%,96%,1,3,1,1,1,0,Loan Closed
LOAN000969,CUST00969,38,Self-employed,252591,Port Harcourt,706,Business,1791581,18.28,12,176590.17,1480064.3,311516.7,Active,0,70%,709%,3,1,1,3,2,10,Medium Risk
LOAN000970,CUST00970,25,Salaried,1360034,Abuja,661,Business,1186032,12.9,24,55792.92,1275857.2,0,Closed,0,4%,87%,1,2,1,1,1,0,Loan Closed
LOAN000971,CUST00971,47,Salaried,272057,Abuja,603,Personal,414110,5.3,18,24225.43,348852.54,65257.46,Active,10,9%,152%,1,2,1,2,1,7,Low Risk
LOAN000972,CUST00972,44,Self-employed,1429845,Port Harcourt,608,Emergency,1413033,17.48,6,276671.86,1173860.32,239172.68,Active,10,19%,99%,1,2,1,1,2,7,Low Risk
LOAN000973,CUST00973,56,Self-employed,263518,Port Harcourt,605,Emergency,1709392,24.81,36,59263.67,1600797,108595,Active,0,22%,649%,1,2,1,3,2,9,Medium Risk
LOAN000974,CUST00974,60,Unemployed,1471660,Ibadan,646,Personal,1667756,18.87,18,110136.75,1439490.43,228265.57,Active,20,7%,113%,1,2,1,2,3,9,Medium Risk
LOAN000975,CUST00975,50,Salaried,752766,Abuja,643,Personal,1962819,16.7,24,95442.07,2135184.1,0,Closed,0,13%,261%,1,2,1,3,1,0,Loan Closed
LOAN000976,CUST00976,33,Salaried,537809,Kano,801,Personal,1641614,22.94,18,112122.24,358020.02,1283593.98,Active,30,21%,305%,1,1,1,3,1,7,Low Risk
LOAN000977,CUST00977,33,Salaried,175667,Kano,571,Emergency,1095905,10.93,12,101307.28,524149.78,571755.22,Active,0,58%,624%,3,3,1,3,1,11,Medium Risk
LOAN000978,CUST00978,59,Salaried,739312,Port Harcourt,814,Personal,715926,17.87,6,140643.66,409009.68,306916.32,Active,30,19%,97%,1,1,1,1,1,5,Low Risk
LOAN000979,CUST00979,61,Self-employed,530268,Abuja,850,Emergency,744724,11.85,12,69414.48,81396.65,663327.35,Active,10,13%,140%,1,1,1,2,2,7,Low Risk
LOAN000980,CUST00980,49,Salaried,1143605,Lagos,676,Business,977698,17.6,6,191628.81,1043024.89,0,Closed,0,17%,85%,1,2,1,1,1,0,Loan Closed
LOAN000981,CUST00981,33,Self-employed,159276,Kano,684,Personal,346814,23.77,12,35770.97,254399.1,92414.9,Active,10,22%,218%,1,2,1,3,2,9,Medium Risk
LOAN000982,CUST00982,56,Self-employed,943889,Abuja,727,Education,703185,8.28,12,63450.73,637322.39,65862.61,Active,10,7%,74%,1,1,1,1,2,6,Low Risk
LOAN000983,CUST00983,43,Salaried,648428,Ibadan,660,Business,1382957,9.03,24,62826.58,1267730.88,115226.12,Active,20,10%,213%,1,2,1,3,1,8,Medium Risk
LOAN000984,CUST00984,48,Salaried,1037157,Lagos,631,Emergency,1109675,17.19,24,54184.51,766561.8,343113.2,Delinquent,83,5%,107%,1,2,5,2,1,11,Medium Risk
LOAN000985,CUST00985,53,Self-employed,946317,Abuja,786,Education,1641441,23.13,18,112283.68,1135101.62,506339.38,Active,10,12%,173%,1,1,1,2,2,7,Low Risk
LOAN000986,CUST00986,39,Salaried,847861,Abuja,300,Emergency,1001274,10.66,36,30778.05,929249.37,72024.63,Active,0,4%,118%,1,3,1,2,1,8,Medium Risk
LOAN000987,CUST00987,49,Salaried,460445,Ibadan,673,Emergency,447674,5.08,36,13067.11,423844.42,23829.58,Delinquent,54,3%,97%,1,2,5,1,1,10,Medium Risk
LOAN000988,CUST00988,44,Unemployed,877640,Lagos,603,Personal,832541,12.68,18,52117.07,619733.01,212807.99,Active,0,6%,95%,1,2,1,1,3,8,Medium Risk
LOAN000989,CUST00989,34,Unemployed,857038,Port Harcourt,763,Emergency,390498,8.88,24,17715.59,424562.63,0,Closed,0,2%,46%,1,1,1,1,3,0,Loan Closed
LOAN000990,CUST00990,33,Self-employed,1381649,Ibadan,698,Personal,1510572,6.15,24,66811.34,782682.79,727889.21,Defaulted,121,5%,109%,1,2,11,2,2,18,High Risk
LOAN000991,CUST00991,61,Self-employed,807940,Abuja,484,Education,1468567,5.57,12,129197.18,673342.35,795224.65,Active,30,16%,182%,1,3,1,2,2,9,Medium Risk
LOAN000992,CUST00992,59,Self-employed,568866,Ibadan,753,Emergency,1439582,21.83,6,292307.13,809023.25,630558.75,Active,0,51%,253%,3,1,1,3,2,10,Medium Risk
LOAN000993,CUST00993,45,Unemployed,1279267,Abuja,711,Emergency,218502,15.37,12,21007.15,226354.42,0,Closed,0,2%,17%,1,1,1,1,3,0,Loan Closed
LOAN000994,CUST00994,64,Self-employed,580309,Lagos,711,Personal,1099932,24.35,24,56990.23,1064215.82,35716.18,Active,30,10%,190%,1,1,1,2,2,7,Low Risk
LOAN000995,CUST00995,65,Salaried,1384166,Ibadan,701,Education,1722549,11.89,12,160613.34,960416.71,762132.29,Active,10,12%,124%,1,1,1,2,1,6,Low Risk
LOAN000996,CUST00996,51,Unemployed,63464,Ibadan,740,Education,1762092,14.83,6,337235.04,1744687.57,17404.43,Active,30,531%,2777%,3,1,1,3,3,11,Medium Risk
LOAN000997,CUST00997,30,Salaried,953766,Ibadan,734,Business,835700,8.73,12,75721.38,924847.47,0,Closed,0,8%,88%,1,1,1,1,1,0,Loan Closed
LOAN000998,CUST00998,65,Unemployed,1104057,Abuja,778,Business,995104,16.34,12,96475.33,851246.26,143857.74,Active,0,9%,90%,1,1,1,1,3,7,Low Risk
LOAN000999,CUST00999,23,Unemployed,593900,Port Harcourt,544,Personal,1877910,13.18,36,59039.4,1393491.14,484418.86,Active,10,10%,316%,1,3,1,3,3,11,Medium Risk
LOAN001000,CUST01000,61,Salaried,842154,Lagos,560,Personal,184768,11.84,36,5740.13,129537.13,55230.87,Active,30,1%,22%,1,3,1,1,1,7,Low Risk
LOAN001001,CUST01001,42,Salaried,178044,Kano,632,Education,65155,18.31,6,12847.48,35668.88,29486.12,Active,0,7%,37%,1,2,1,1,1,6,Low Risk
LOAN001002,CUST01002,38,Salaried,1069061,Abuja,613,Education,756803,17.09,18,49230.04,387690.52,369112.48,Active,20,5%,71%,1,2,1,1,1,6,Low Risk
LOAN001003,CUST01003,24,Salaried,1444770,Lagos,675,Emergency,1330959,6.14,18,78482.22,242122.2,1088836.8,Delinquent,82,5%,92%,1,2,5,1,1,10,Medium Risk
LOAN001004,CUST01004,62,Self-employed,892653,Abuja,551,Education,1912209,23.5,6,393596.35,1434848.29,477360.71,Active,20,44%,214%,3,3,1,3,2,12,High Risk
LOAN001005,CUST01005,18,Self-employed,997740,Port Harcourt,762,Personal,1431763,22.4,36,48679.94,1356987.32,74775.68,Active,10,5%,144%,1,1,1,2,2,7,Low Risk
LOAN001006,CUST01006,56,Salaried,1379127,Ibadan,558,Emergency,145953,24.39,18,10086.16,39076.29,106876.71,Active,10,1%,11%,1,3,1,1,1,7,Low Risk
LOAN001007,CUST01007,24,Self-employed,1334699,Ibadan,537,Education,780509,13.56,24,36931.08,405284.99,375224.01,Defaulted,179,3%,58%,1,3,11,1,2,18,High Risk
LOAN001008,CUST01008,50,Salaried,1323335,Lagos,626,Business,350231,22.4,36,11907.85,349825.59,405.41,Delinquent,76,1%,26%,1,2,5,1,1,10,Medium Risk
LOAN001009,CUST01009,28,Self-employed,1094224,Ibadan,409,Personal,681973,21.65,36,23045,457362.16,224610.84,Defaulted,149,2%,62%,1,3,11,1,2,18,High Risk
LOAN001010,CUST01010,62,Self-employed,1061180,Lagos,501,Personal,555207,9.87,12,50833.83,522241.81,32965.19,Delinquent,73,5%,52%,1,3,5,1,2,12,High Risk
LOAN001011,CUST01011,32,Unemployed,962037,Port Harcourt,683,Emergency,111282,8.2,18,6689.28,85462.33,25819.67,Defaulted,125,1%,12%,1,2,11,1,3,18,High Risk
LOAN001012,CUST01012,23,Salaried,1456352,Port Harcourt,492,Business,334701,23.45,24,17216.18,387649.89,0,Closed,0,1%,23%,1,3,1,1,1,0,Loan Closed
LOAN001013,CUST01013,59,Self-employed,1257901,Kano,672,Emergency,1309716,6.29,18,77338.73,0,1309716,Active,30,6%,104%,1,2,1,2,2,8,Medium Risk
LOAN001014,CUST01014,23,Salaried,539407,Port Harcourt,798,Business,292619,10.82,6,54046.73,351142.8,0,Closed,0,10%,54%,1,1,1,1,1,0,Loan Closed
LOAN001015,CUST01015,37,Salaried,293492,Lagos,591,Business,317213,22.07,24,16134.25,257861.76,59351.24,Active,0,5%,108%,1,3,1,2,1,8,Medium Risk
LOAN001016,CUST01016,24,Unemployed,864000,Ibadan,533,Personal,720339,20.43,12,72292.02,714674.82,5664.18,Active,10,8%,83%,1,3,1,1,3,9,Medium Risk
LOAN001017,CUST01017,61,Self-employed,1178882,Ibadan,710,Business,712545,7.89,18,42709.16,636236.65,76308.35,Delinquent,62,4%,60%,1,1,5,1,2,10,Medium Risk
LOAN001018,CUST01018,56,Salaried,1311364,Port Harcourt,850,Education,1616698,18.31,6,318785.9,1726735.27,0,Closed,0,24%,123%,1,1,1,2,1,0,Loan Closed
LOAN001019,CUST01019,49,Unemployed,1103563,Port Harcourt,588,Emergency,308922,10.47,36,9479.61,268059.28,40862.72,Active,10,1%,28%,1,3,1,1,3,9,Medium Risk
LOAN001020,CUST01020,32,Unemployed,173338,Lagos,437,Business,748654,8.05,12,67410.05,555746.61,192907.39,Delinquent,82,39%,432%,2,3,5,3,3,16,High Risk
LOAN001021,CUST01021,43,Self-employed,1072371,Port Harcourt,600,Emergency,677261,24.69,12,70373.06,366795.12,310465.88,Defaulted,160,7%,63%,1,2,11,1,2,17,High Risk
LOAN001022,CUST01022,36,Salaried,1471656,Abuja,668,Emergency,780453,20.15,24,39071.43,462631.84,317821.16,Active,20,3%,53%,1,2,1,1,1,6,Low Risk
LOAN001023,CUST01023,37,Salaried,254093,Ibadan,784,Business,1627617,20.83,6,327774.94,819137.35,808479.65,Delinquent,76,129%,641%,3,1,5,3,1,13,High Risk
LOAN001024,CUST01024,65,Salaried,1260386,Lagos,648,Education,1509524,14.65,12,144222.44,1132236.77,377287.23,Active,10,11%,120%,1,2,1,2,1,7,Low Risk
LOAN001025,CUST01025,61,Salaried,1257292,Abuja,668,Personal,1697311,24.77,12,176477.91,1106021.46,591289.54,Active,30,14%,135%,1,2,1,2,1,7,Low Risk
LOAN001026,CUST01026,55,Salaried,251426,Ibadan,545,Business,1043789,8.59,6,188908.41,1041210.3,2578.7,Active,20,75%,415%,3,3,1,3,1,11,Medium Risk
LOAN001027,CUST01027,62,Self-employed,1364856,Kano,613,Business,563804,5.68,12,49652.34,311538.39,252265.61,Active,20,4%,41%,1,2,1,1,2,7,Low Risk
LOAN001028,CUST01028,59,Self-employed,1419014,Ibadan,551,Education,1677074,18.84,6,332172.46,580667.96,1096406.04,Delinquent,86,23%,118%,1,3,5,2,2,13,High Risk
LOAN001029,CUST01029,59,Self-employed,1376099,Kano,754,Business,820332,5.23,6,143872.56,498051.23,322280.77,Active,30,10%,60%,1,1,1,1,2,6,Low Risk
LOAN001030,CUST01030,42,Salaried,98290,Ibadan,673,Emergency,1250893,14.59,6,238899.71,1036700.59,214192.41,Delinquent,42,243%,1273%,3,2,5,3,1,14,High Risk
LOAN001031,CUST01031,29,Salaried,675713,Ibadan,633,Personal,258543,11.5,36,8007.65,259905.36,0,Closed,0,1%,38%,1,2,1,1,1,0,Loan Closed
LOAN001032,CUST01032,31,Salaried,875851,Lagos,637,Business,1174947,20.67,36,39383.57,1018842.9,156104.1,Active,0,4%,134%,1,2,1,2,1,7,Low Risk
LOAN001033,CUST01033,54,Self-employed,1306409,Abuja,580,Business,61165,16.09,18,3944.8,50743.02,10421.98,Active,10,0%,5%,1,3,1,1,2,8,Medium Risk
LOAN001034,CUST01034,37,Salaried,234173,Port Harcourt,633,Business,1835620,20.06,6,367307.56,33692.53,1801927.47,Defaulted,154,157%,784%,3,2,11,3,1,20,High Risk
LOAN001035,CUST01035,20,Unemployed,937202,Kano,761,Education,1430260,5,18,83431.83,1683164.92,0,Closed,0,9%,153%,1,1,1,2,3,0,Loan Closed
LOAN001036,CUST01036,51,Salaried,1432353,Port Harcourt,798,Business,343297,16.54,18,22226.57,356898.17,0,Closed,0,2%,24%,1,1,1,1,1,0,Loan Closed
LOAN001037,CUST01037,31,Salaried,1492694,Abuja,673,Business,1769168,5.89,6,312228.67,1373931.05,395236.95,Active,20,21%,119%,1,2,1,2,1,7,Low Risk
LOAN001038,CUST01038,34,Salaried,1291059,Ibadan,612,Business,319467,19.58,24,15917.44,180404.43,139062.57,Active,20,1%,25%,1,2,1,1,1,6,Low Risk
LOAN001039,CUST01039,58,Salaried,888985,Port Harcourt,794,Business,583052,18.53,12,57590.96,544996.98,38055.02,Active,0,6%,66%,1,1,1,1,1,5,Low Risk
LOAN001040,CUST01040,38,Salaried,830438,Ibadan,595,Emergency,1408474,21.41,36,47500.79,997433.56,411040.44,Active,10,6%,170%,1,3,1,2,1,8,Medium Risk
LOAN001041,CUST01041,22,Unemployed,104336,Port Harcourt,722,Personal,569040,6.55,6,101052.02,426870.13,142169.87,Active,30,97%,545%,3,1,1,3,3,11,Medium Risk
LOAN001042,CUST01042,42,Unemployed,810887,Abuja,374,Emergency,1681733,10.47,12,154817.54,532846.26,1148886.74,Active,0,19%,207%,1,3,1,3,3,11,Medium Risk
LOAN001043,CUST01043,24,Self-employed,270206,Kano,503,Education,309005,8.51,18,18627.85,180718.16,128286.84,Active,30,7%,114%,1,3,1,2,2,9,Medium Risk
LOAN001044,CUST01044,38,Self-employed,1249902,Ibadan,632,Business,1206667,10.42,6,222066.95,721053.45,485613.55,Delinquent,41,18%,97%,1,2,5,1,2,11,Medium Risk
LOAN001045,CUST01045,48,Self-employed,773880,Kano,824,Business,1471474,24.36,36,50831.25,903522.53,567951.47,Active,30,7%,190%,1,1,1,2,2,7,Low Risk
LOAN001046,CUST01046,21,Salaried,593290,Port Harcourt,686,Business,1127024,19.26,12,112007.4,955742.76,171281.24,Active,20,19%,190%,1,2,1,2,1,7,Low Risk
LOAN001047,CUST01047,50,Self-employed,1472320,Port Harcourt,513,Education,1532239,14.16,24,72883.5,1435190.27,97048.73,Defaulted,149,5%,104%,1,3,11,2,2,19,High Risk
LOAN001048,CUST01048,37,Salaried,947088,Lagos,640,Education,1556734,22.63,12,159085.24,1652836.69,0,Closed,0,17%,164%,1,2,1,2,1,0,Loan Closed
