Loan_ID,Customer_ID,Age,Employment_Type,Monthly_Income,Location,Credit_Score,Loan_Type,Loan_Amount,Interest_Rate,Tenure_Months,Monthly_Repayment,Amount_Repaid,Outstanding_Amount,Loan_Status,Days_Past_Due
LOAN001003,CUST01003,24,Salaried,1444770,Lagos,675,Emergency,1330959,6.14,18,78482.22,242122.2,1088836.8,Delinquent,82
LOAN001004,CUST01004,62,Self-employed,892653,Abuja,551,Education,1912209,23.5,6,393596.35,1434848.29,477360.70999999996,Active,20
LOAN001005,CUST01005,18,Self-employed,997740,Port Harcourt,762,Personal,1431763,22.4,36,48679.94,1356987.32,74775.67999999993,Active,10
LOAN001006,CUST01006,56,Salaried,1379127,Ibadan,558,Emergency,145953,24.39,18,10086.16,39076.29,106876.70999999999,Active,10
LOAN001007,CUST01007,24,Self-employed,1334699,Ibadan,537,Education,780509,13.56,24,36931.08,405284.99,375224.01,Defaulted,179
LOAN001008,CUST01008,50,Salaried,1323335,Lagos,626,Business,350231,22.4,36,11907.85,349825.59,405.4099999999744,Delinquent,76
LOAN001009,CUST01009,28,Self-employed,1094224,Ibadan,409,Personal,681973,21.65,36,23045.0,457362.16,224610.84000000003,Defaulted,149
LOAN001010,CUST01010,62,Self-employed,1061180,Lagos,501,Personal,555207,9.87,12,50833.83,522241.81,32965.19,Delinquent,73
LOAN001011,CUST01011,32,Unemployed,962037,Port Harcourt,683,Emergency,111282,8.2,18,6689.28,85462.33,25819.67,Defaulted,125
LOAN001012,CUST01012,23,Salaried,1456352,Port Harcourt,492,Business,334701,23.45,24,17216.18,387649.89,0.0,Closed,0
LOAN001013,CUST01013,59,Self-employed,1257901,Kano,672,Emergency,1309716,6.29,18,77338.73,0.0,1309716.0,Active,30
LOAN001014,CUST01014,23,Salaried,539407,Port Harcourt,798,Business,292619,10.82,6,54046.73,351142.8,0.0,Closed,0
LOAN001015,CUST01015,37,Salaried,293492,Lagos,591,Business,317213,22.07,24,16134.25,257861.76,59351.23999999999,Active,0
LOAN001016,CUST01016,24,Unemployed,864000,Ibadan,533,Personal,720339,20.43,12,72292.02,714674.82,5664.180000000051,Active,10
LOAN001017,CUST01017,61,Self-employed,1178882,Ibadan,710,Business,712545,7.89,18,42709.16,636236.65,76308.34999999998,Delinquent,62
LOAN001018,CUST01018,56,Salaried,1311364,Port Harcourt,850,Education,1616698,18.31,6,318785.9,1726735.27,0.0,Closed,0
LOAN001019,CUST01019,49,Unemployed,1103563,Port Harcourt,588,Emergency,308922,10.47,36,9479.61,268059.28,40862.71999999997,Active,10
LOAN001020,CUST01020,32,Unemployed,173338,Lagos,437,Business,748654,8.05,12,67410.05,555746.61,192907.39,Delinquent,82
LOAN001021,CUST01021,43,Self-employed,1072371,Port Harcourt,600,Emergency,677261,24.69,12,70373.06,366795.12,310465.88,Defaulted,160
LOAN001022,CUST01022,36,Salaried,1471656,Abuja,668,Emergency,780453,20.15,24,39071.43,462631.84,317821.16,Active,20
LOAN001023,CUST01023,37,Salaried,254093,Ibadan,784,Business,1627617,20.83,6,327774.94,819137.35,808479.65,Delinquent,76
LOAN001024,CUST01024,65,Salaried,1260386,Lagos,648,Education,1509524,14.65,12,144222.44,1132236.77,377287.23,Active,10
LOAN001025,CUST01025,61,Salaried,1257292,Abuja,668,Personal,1697311,24.77,12,176477.91,1106021.46,591289.54,Active,30
LOAN001026,CUST01026,55,Salaried,251426,Ibadan,545,Business,1043789,8.59,6,188908.41,1041210.3,2578.6999999999534,Active,20
LOAN001027,CUST01027,62,Self-employed,1364856,Kano,613,Business,563804,5.68,12,49652.34,311538.39,252265.61,Active,20
LOAN001028,CUST01028,59,Self-employed,1419014,Ibadan,551,Education,1677074,18.84,6,332172.46,580667.96,1096406.04,Delinquent,86
LOAN001029,CUST01029,59,Self-employed,1376099,Kano,754,Business,820332,5.23,6,143872.56,498051.23,322280.77,Active,30
LOAN001030,CUST01030,42,Salaried,98290,Ibadan,673,Emergency,1250893,14.59,6,238899.71,1036700.59,214192.41000000003,Delinquent,42
LOAN001031,CUST01031,29,Salaried,675713,Ibadan,633,Personal,258543,11.5,36,8007.65,259905.36,0.0,Closed,0
LOAN001032,CUST01032,31,Salaried,875851,Lagos,637,Business,1174947,20.67,36,39383.57,1018842.9,156104.09999999998,Active,0
LOAN001033,CUST01033,54,Self-employed,1306409,Abuja,580,Business,61165,16.09,18,3944.8,50743.02,10421.980000000003,Active,10
LOAN001034,CUST01034,37,Salaried,234173,Port Harcourt,633,Business,1835620,20.06,6,367307.56,33692.53,1801927.47,Defaulted,154
LOAN001035,CUST01035,20,Unemployed,937202,Kano,761,Education,1430260,5.0,18,83431.83,1683164.92,0.0,Closed,0
LOAN001036,CUST01036,51,Salaried,1432353,Port Harcourt,798,Business,343297,16.54,18,22226.57,356898.17,0.0,Closed,0
LOAN001037,CUST01037,31,Salaried,1492694,Abuja,673,Business,1769168,5.89,6,312228.67,1373931.05,395236.94999999995,Active,20
LOAN001038,CUST01038,34,Salaried,1291059,Ibadan,612,Business,319467,19.58,24,15917.44,180404.43,139062.57,Active,20
LOAN001039,CUST01039,58,Salaried,888985,Port Harcourt,794,Business,583052,18.53,12,57590.96,544996.98,38055.02000000002,Active,0
LOAN001040,CUST01040,38,Salaried,830438,Ibadan,595,Emergency,1408474,21.41,36,47500.79,997433.56,411040.43999999994,Active,10
LOAN001041,CUST01041,22,Unemployed,104336,Port Harcourt,722,Personal,569040,6.55,6,101052.02,426870.13,142169.87,Active,30
LOAN001042,CUST01042,42,Unemployed,810887,Abuja,374,Emergency,1681733,10.47,12,154817.54,532846.26,1148886.74,Active,0
LOAN001043,CUST01043,24,Self-employed,270206,Kano,503,Education,309005,8.51,18,18627.85,180718.16,128286.84,Active,30
LOAN001044,CUST01044,38,Self-employed,1249902,Ibadan,632,Business,1206667,10.42,6,222066.95,721053.45,485613.55000000005,Delinquent,41
LOAN001045,CUST01045,48,Self-employed,773880,Kano,824,Business,1471474,24.36,36,50831.25,903522.53,567951.47,Active,30
LOAN001046,CUST01046,21,Salaried,593290,Port Harcourt,686,Business,1127024,19.26,12,112007.4,955742.76,171281.24,Active,20
LOAN001047,CUST01047,50,Self-employed,1472320,Port Harcourt,513,Education,1532239,14.16,24,72883.5,1435190.27,97048.72999999998,Defaulted,149
LOAN001048,CUST01048,37,Salaried,947088,Lagos,640,Education,1556734,22.63,12,159085.24,1652836.69,0.0,Closed,0
LOAN001049,CUST01049,23,Self-employed,902523,Abuja,521,Personal,1822608,6.8,6,324424.22,1733563.0,89045.0,Active,10
LOAN001050,CUST01050,61,Self-employed,227387,Kano,748,Business,1212157,23.59,6,249684.14,344097.88,868059.12,Defaulted,144
LOAN001051,CUST01051,18,Salaried,1055911,Kano,541,Business,1486804,24.96,36,51608.62,1282997.16,203806.84000000008,Active,30
LOAN001052,CUST01052,56,Self-employed,65288,Ibadan,785,Business,1523441,15.69,18,97914.94,745116.63,778324.37,Active,0
LOAN001053,CUST01053,26,Unemployed,1464575,Kano,847,Education,1651616,15.47,12,158926.75,649376.49,1002239.51,Active,20
LOAN001054,CUST01054,52,Salaried,156758,Lagos,726,Education,845019,8.41,6,152680.85,405451.76,439567.24,Active,10
LOAN001055,CUST01055,59,Salaried,677421,Kano,722,Personal,605222,9.26,36,18368.49,394250.36,210971.64,Active,20
LOAN001056,CUST01056,39,Self-employed,1021100,Port Harcourt,630,Education,1829122,14.77,18,116626.85,1073266.23,755855.77,Active,30
LOAN001057,CUST01057,45,Salaried,274739,Ibadan,529,Business,1916876,19.45,24,95404.52,1461188.1,455687.8999999999,Active,0
LOAN001058,CUST01058,27,Salaried,227720,Port Harcourt,588,Business,1934311,8.07,6,348401.65,1880628.65,53682.35000000009,Defaulted,90
LOAN001059,CUST01059,24,Salaried,1037126,Ibadan,530,Emergency,677646,12.29,12,63410.72,461761.55,215884.45,Active,20
LOAN001060,CUST01060,30,Salaried,389391,Lagos,627,Business,1616763,13.68,18,102107.57,0.0,1616763.0,Delinquent,76
LOAN001061,CUST01061,20,Salaried,647478,Abuja,744,Business,877422,13.42,18,55287.34,1052906.4,0.0,Closed,0
LOAN001062,CUST01062,38,Unemployed,1055154,Ibadan,618,Emergency,607422,7.38,24,27177.07,452056.75,155365.25,Active,10
LOAN001063,CUST01063,61,Salaried,325602,Abuja,715,Personal,276239,20.85,12,27819.57,209041.04,67197.95999999999,Active,0
LOAN001064,CUST01064,36,Self-employed,1472519,Ibadan,783,Personal,951072,24.53,6,197394.99,376392.6,574679.4,Active,20
LOAN001065,CUST01065,34,Salaried,949577,Abuja,736,Emergency,369806,19.58,12,36851.17,356720.19,13085.809999999998,Active,0
LOAN001066,CUST01066,55,Salaried,466101,Abuja,652,Business,1691476,21.2,36,56946.36,1491108.36,200367.6399999999,Active,10
LOAN001067,CUST01067,19,Salaried,302625,Kano,721,Business,130460,10.48,12,12011.02,124179.44,6280.559999999998,Defaulted,144
LOAN001068,CUST01068,32,Self-employed,240705,Port Harcourt,581,Emergency,847657,13.15,18,53284.66,545711.22,301945.78,Delinquent,45
LOAN001069,CUST01069,35,Salaried,1054945,Port Harcourt,835,Emergency,945636,17.88,18,61928.65,738122.69,207513.31000000006,Active,20
LOAN001070,CUST01070,31,Salaried,567930,Port Harcourt,473,Emergency,149732,8.64,6,27111.47,56638.81,93093.19,Active,20
LOAN001071,CUST01071,39,Unemployed,637536,Port Harcourt,656,Personal,261312,13.62,18,16494.59,208900.2,52411.79999999999,Defaulted,136
LOAN001072,CUST01072,65,Self-employed,253187,Kano,679,Education,1482274,16.04,12,143335.9,1188787.45,293486.55000000005,Active,20
LOAN001073,CUST01073,58,Self-employed,549651,Kano,828,Personal,490471,16.69,6,95388.43,335010.98,155460.02000000002,Delinquent,39
LOAN001074,CUST01074,24,Salaried,136064,Lagos,550,Education,1962973,22.68,12,200681.27,529470.36,1433502.6400000001,Active,30
LOAN001075,CUST01075,44,Self-employed,682241,Kano,452,Education,1645907,9.04,12,149558.08,1183445.93,462461.07000000007,Active,10
LOAN001076,CUST01076,48,Unemployed,1225130,Ibadan,849,Personal,1926768,12.32,6,360690.97,1343426.81,583341.19,Defaulted,98
LOAN001077,CUST01077,62,Salaried,400088,Abuja,677,Emergency,1511098,24.35,18,104391.69,1142791.96,368306.04000000004,Active,0
LOAN001078,CUST01078,53,Self-employed,1088144,Ibadan,576,Emergency,1875058,15.27,6,360229.89,697428.89,1177629.1099999999,Active,30
LOAN001079,CUST01079,50,Salaried,1323429,Ibadan,611,Education,436015,5.07,36,12725.58,277933.88,158081.12,Active,0
LOAN001080,CUST01080,25,Self-employed,686297,Abuja,716,Business,671519,19.17,36,22229.14,761833.7,0.0,Closed,0
LOAN001081,CUST01081,26,Salaried,145656,Port Harcourt,679,Personal,662039,5.78,12,58358.74,275780.7,386258.3,Defaulted,125
LOAN001082,CUST01082,58,Unemployed,1397237,Kano,786,Education,1776816,9.2,6,323380.51,1598186.51,178629.49,Active,20
LOAN001083,CUST01083,64,Salaried,730655,Abuja,528,Emergency,1529460,22.68,18,104241.2,1835352.0,0.0,Closed,0
LOAN001084,CUST01084,64,Salaried,1332370,Port Harcourt,499,Business,170090,17.52,6,33314.96,86191.87,83898.13,Delinquent,45
LOAN001085,CUST01085,59,Unemployed,586844,Port Harcourt,705,Business,1176985,18.15,36,38627.99,800107.39,376877.61,Active,30
LOAN001086,CUST01086,27,Salaried,977328,Ibadan,640,Business,613700,9.08,24,27892.66,642053.16,0.0,Closed,0
LOAN001087,CUST01087,29,Salaried,959961,Abuja,668,Emergency,1941983,14.58,24,92713.51,1270145.71,671837.29,Active,10
LOAN001088,CUST01088,56,Self-employed,428340,Abuja,850,Personal,94139,11.2,12,8723.55,47018.39,47120.61,Delinquent,74
LOAN001089,CUST01089,64,Salaried,350988,Lagos,672,Personal,564334,14.1,24,26829.38,151073.17,413260.82999999996,Active,10
LOAN001090,CUST01090,26,Salaried,842461,Abuja,650,Personal,280761,21.53,6,56868.14,336913.2,0.0,Closed,0
LOAN001091,CUST01091,52,Salaried,611316,Port Harcourt,607,Personal,1365720,16.99,6,266292.64,946427.97,419292.03,Defaulted,103
LOAN001092,CUST01092,39,Salaried,474299,Ibadan,814,Business,1643147,16.26,24,79596.78,1143437.23,499709.77,Delinquent,50
LOAN001093,CUST01093,24,Salaried,561304,Kano,834,Education,1501315,10.35,36,46019.48,129775.81,1371539.19,Active,0
LOAN001094,CUST01094,32,Salaried,265096,Ibadan,618,Emergency,1804232,13.31,6,340729.21,582429.28,1221802.72,Defaulted,93
LOAN001095,CUST01095,49,Salaried,359070,Abuja,720,Personal,651560,9.52,24,29732.85,404766.45,246793.55,Active,0
LOAN001096,CUST01096,23,Salaried,520857,Lagos,705,Business,641007,12.15,36,19969.15,173432.58,467574.42000000004,Active,20
LOAN001097,CUST01097,27,Salaried,423435,Port Harcourt,486,Education,752218,16.99,24,36667.49,902661.6,0.0,Closed,0
LOAN001098,CUST01098,18,Self-employed,780617,Abuja,570,Business,618523,23.32,18,42375.7,499093.54,119429.46000000002,Defaulted,99
LOAN001099,CUST01099,54,Salaried,721625,Ibadan,652,Education,986788,19.43,24,49105.04,866169.12,120618.88,Delinquent,38
LOAN001100,CUST01100,45,Salaried,353390,Ibadan,708,Emergency,317461,8.64,24,14370.4,177001.63,140459.37,Active,30
LOAN001101,CUST01101,42,Self-employed,1311946,Ibadan,627,Emergency,749327,7.76,12,67289.56,899192.4,0.0,Closed,0
LOAN001102,CUST01102,51,Salaried,1179834,Kano,494,Business,1166679,15.72,12,112506.74,1126927.19,39751.810000000056,Active,30
LOAN001103,CUST01103,26,Salaried,232976,Lagos,706,Personal,56010,9.07,6,10181.68,25936.5,30073.5,Active,30
LOAN001104,CUST01104,36,Salaried,782634,Ibadan,692,Business,1831172,22.34,12,186687.99,2188680.51,0.0,Closed,0
LOAN001105,CUST01105,65,Unemployed,1206580,Abuja,649,Personal,1964603,13.42,12,185687.73,1288941.83,675661.1699999999,Delinquent,34
LOAN001106,CUST01106,60,Salaried,350053,Kano,722,Personal,105253,18.92,24,5215.29,39457.0,65796.0,Active,0
LOAN001107,CUST01107,41,Self-employed,1049977,Abuja,595,Personal,1875522,8.16,12,169047.05,1903092.02,0.0,Closed,0
LOAN001108,CUST01108,48,Salaried,563898,Abuja,681,Education,1243663,21.62,24,63022.62,757375.04,486287.95999999996,Active,10
LOAN001109,CUST01109,21,Salaried,1036048,Lagos,642,Business,757446,13.88,6,143763.25,468847.01,288598.99,Active,10
LOAN001110,CUST01110,53,Salaried,1105487,Port Harcourt,620,Education,881291,21.65,24,44670.44,1057549.2,0.0,Closed,0
LOAN001111,CUST01111,65,Salaried,526713,Abuja,572,Emergency,378834,10.44,6,69730.71,243400.07,135433.93,Active,10
LOAN001112,CUST01112,62,Salaried,1348228,Ibadan,628,Emergency,872693,8.67,36,26343.21,849355.09,23337.910000000033,Active,0
LOAN001113,CUST01113,59,Self-employed,706806,Ibadan,808,Business,899556,21.55,12,91117.53,499422.78,400133.22,Active,20
LOAN001114,CUST01114,19,Salaried,616062,Abuja,577,Education,213176,12.25,18,13293.89,250669.59,0.0,Closed,0
LOAN001115,CUST01115,30,Salaried,391333,Kano,770,Business,186984,9.24,6,34043.55,35534.07,151449.93,Delinquent,50
LOAN001116,CUST01116,20,Unemployed,1388798,Lagos,744,Education,554019,10.38,36,16986.84,301724.87,252294.13,Active,30
LOAN001117,CUST01117,30,Unemployed,245477,Port Harcourt,757,Emergency,67781,24.61,18,4692.33,10775.07,57005.93,Defaulted,154
LOAN001118,CUST01118,50,Unemployed,796244,Abuja,737,Personal,1523578,18.49,18,100293.75,589089.03,934488.97,Active,0
LOAN001119,CUST01119,61,Self-employed,1281396,Ibadan,535,Personal,1050243,16.73,6,204324.78,792179.31,258063.68999999994,Active,10
LOAN001120,CUST01120,27,Salaried,1362718,Abuja,732,Education,1556725,9.63,12,142219.8,977450.67,579274.33,Delinquent,72
LOAN001121,CUST01121,20,Self-employed,988434,Ibadan,720,Business,760977,10.82,36,23425.41,594907.72,166069.28000000003,Delinquent,58
LOAN001122,CUST01122,54,Unemployed,487928,Ibadan,462,Personal,1322713,6.5,12,117390.78,1587255.6,0.0,Closed,0
LOAN001123,CUST01123,49,Salaried,81335,Lagos,662,Emergency,1875481,11.19,6,347557.89,2250577.2,0.0,Closed,0
LOAN001124,CUST01124,23,Salaried,707915,Lagos,490,Business,669935,8.23,18,40281.7,321813.18,348121.82,Active,20
LOAN001125,CUST01125,25,Salaried,1016244,Kano,760,Emergency,1042500,24.57,24,54110.09,722727.6,319772.4,Active,10
LOAN001126,CUST01126,46,Salaried,133031,Port Harcourt,831,Education,651096,13.02,36,20440.8,463407.98,187688.02000000002,Defaulted,106
LOAN001127,CUST01127,20,Salaried,833670,Kano,648,Personal,916531,15.12,18,58617.25,288384.0,628147.0,Delinquent,74
LOAN001128,CUST01128,54,Self-employed,563418,Ibadan,693,Personal,1226083,5.16,6,214891.48,458900.76,767182.24,Active,10
LOAN001129,CUST01129,47,Salaried,517772,Ibadan,599,Emergency,1019468,18.38,18,67047.01,1035846.99,0.0,Closed,0
LOAN001130,CUST01130,43,Salaried,278839,Port Harcourt,673,Personal,1584649,7.17,24,70761.18,0.0,1584649.0,Delinquent,43
LOAN001131,CUST01131,20,Salaried,715394,Kano,698,Business,1317454,14.73,24,62979.79,1160705.39,156748.6100000001,Active,30
LOAN001132,CUST01132,56,Salaried,1035593,Ibadan,521,Personal,497679,11.4,6,92402.4,557766.1,0.0,Closed,0
LOAN001133,CUST01133,61,Self-employed,808105,Ibadan,793,Education,1042811,9.27,12,94956.63,994909.3,47901.69999999995,Delinquent,79
LOAN001134,CUST01134,63,Self-employed,578631,Ibadan,688,Emergency,225303,7.83,18,13496.9,48760.91,176542.09,Active,20
LOAN001135,CUST01135,39,Salaried,1150539,Port Harcourt,640,Business,1922910,10.19,6,353142.42,1151334.77,771575.23,Active,30
LOAN001136,CUST01136,62,Salaried,466505,Ibadan,591,Education,928918,14.63,36,29578.3,793577.38,135340.62,Active,10
LOAN001137,CUST01137,38,Salaried,1246041,Port Harcourt,654,Personal,70827,16.22,36,2286.53,38762.74,32064.260000000002,Active,10
LOAN001138,CUST01138,34,Self-employed,365634,Kano,519,Personal,359301,14.99,18,22953.35,152281.18,207019.82,Active,30
LOAN001139,CUST01139,20,Unemployed,994890,Abuja,512,Business,1847819,7.51,24,82774.59,1762471.91,85347.09000000008,Active,0
LOAN001140,CUST01140,30,Self-employed,931173,Kano,705,Personal,1674001,8.32,24,75553.25,1590123.09,83877.90999999992,Active,10
LOAN001141,CUST01141,62,Self-employed,826483,Ibadan,568,Emergency,83955,11.04,18,5179.09,19499.22,64455.78,Active,0
LOAN001142,CUST01142,51,Salaried,918333,Port Harcourt,532,Personal,788640,21.56,24,39944.62,873996.73,0.0,Closed,0
LOAN001143,CUST01143,42,Salaried,418708,Port Harcourt,705,Emergency,832492,8.54,36,25099.63,508385.15,324106.85,Active,30
LOAN001144,CUST01144,23,Salaried,1379819,Lagos,619,Emergency,1351023,23.76,6,278671.01,1330780.83,20242.169999999925,Defaulted,103
LOAN001145,CUST01145,50,Salaried,267422,Kano,820,Personal,1626485,17.48,36,53077.63,928311.34,698173.66,Active,30
LOAN001146,CUST01146,53,Salaried,1450289,Ibadan,767,Personal,932147,9.24,24,42428.22,1118576.4,0.0,Closed,0
LOAN001147,CUST01147,18,Self-employed,460119,Port Harcourt,553,Business,310970,12.01,24,14513.23,241186.91,69783.09,Active,30
LOAN001148,CUST01148,44,Salaried,1114432,Abuja,712,Personal,1894669,18.17,18,124385.02,948976.57,945692.43,Delinquent,81
LOAN001149,CUST01149,65,Salaried,919388,Kano,818,Education,105043,8.07,18,6306.67,91967.19,13075.809999999998,Delinquent,64
LOAN001150,CUST01150,30,Salaried,752734,Kano,469,Emergency,1249964,24.86,12,130058.75,1181384.76,68579.23999999999,Active,30
LOAN001151,CUST01151,64,Self-employed,158173,Abuja,530,Emergency,1261846,13.58,24,59716.86,1344603.27,0.0,Closed,0
LOAN001152,CUST01152,58,Salaried,717156,Port Harcourt,680,Business,967297,9.62,12,88362.58,614048.47,353248.53,Active,30
LOAN001153,CUST01153,58,Salaried,726131,Kano,850,Business,245591,5.51,6,43187.18,294709.2,0.0,Closed,0
LOAN001154,CUST01154,65,Self-employed,108339,Abuja,628,Emergency,1190163,23.41,6,244796.69,1109252.05,80910.94999999995,Active,0
LOAN001155,CUST01155,64,Self-employed,1380565,Ibadan,756,Education,801034,8.73,12,72580.36,729222.66,71811.33999999997,Active,10
LOAN001156,CUST01156,25,Salaried,1432563,Ibadan,850,Personal,223986,23.7,6,46178.45,146441.98,77544.01999999999,Active,0
LOAN001157,CUST01157,31,Salaried,274556,Ibadan,709,Personal,599442,22.89,6,122775.71,490955.72,108486.28000000003,Active,20
LOAN001158,CUST01158,42,Self-employed,1079779,Port Harcourt,700,Emergency,917686,6.47,6,162843.38,871597.31,46088.689999999944,Active,30
LOAN001159,CUST01159,58,Salaried,387858,Kano,575,Personal,71265,23.07,36,2436.27,71384.88,0.0,Closed,0
LOAN001160,CUST01160,28,Unemployed,295801,Kano,517,Education,777258,14.68,36,24759.99,452760.15,324497.85,Active,0
LOAN001161,CUST01161,31,Salaried,305000,Port Harcourt,743,Personal,111981,15.72,36,3599.57,98750.49,13230.509999999995,Active,10
LOAN001162,CUST01162,30,Salaried,504993,Lagos,850,Education,340591,9.4,12,31050.55,302217.25,38373.75,Active,30
LOAN001163,CUST01163,30,Self-employed,1206573,Port Harcourt,730,Business,1029461,19.9,24,51430.16,770367.49,259093.51,Active,30
LOAN001164,CUST01164,28,Self-employed,464976,Abuja,603,Emergency,1910834,19.35,24,95024.18,807307.75,1103526.25,Active,20
LOAN001165,CUST01165,24,Self-employed,959055,Kano,751,Emergency,938641,16.93,18,60975.16,899838.83,38802.17000000004,Delinquent,70
LOAN001166,CUST01166,50,Salaried,950334,Port Harcourt,641,Emergency,790117,12.48,6,148120.6,522907.27,267209.73,Active,0
LOAN001167,CUST01167,25,Self-employed,665458,Abuja,607,Education,1889730,17.9,36,61888.66,556786.03,1332943.97,Active,0
LOAN001168,CUST01168,60,Self-employed,950489,Port Harcourt,719,Education,800244,9.91,12,73295.68,813940.14,0.0,Closed,0
LOAN001169,CUST01169,47,Self-employed,354170,Kano,655,Education,306489,5.19,6,53732.63,275901.31,30587.690000000002,Delinquent,44
LOAN001170,CUST01170,53,Salaried,537899,Port Harcourt,570,Personal,858642,10.67,12,79188.26,645800.92,212841.07999999996,Active,0
LOAN001171,CUST01171,30,Self-employed,1253657,Abuja,700,Personal,934474,18.64,24,46194.16,896766.6,37707.40000000002,Active,20
LOAN001172,CUST01172,55,Salaried,1085855,Ibadan,586,Business,625490,13.42,6,118238.46,561443.36,64046.640000000014,Active,20
LOAN001173,CUST01173,36,Salaried,1258827,Abuja,781,Emergency,87405,17.87,36,2861.79,9089.87,78315.13,Defaulted,149
LOAN001174,CUST01174,48,Self-employed,127611,Lagos,546,Emergency,1975257,15.55,18,126800.53,1197694.64,777562.3600000001,Active,0
LOAN001175,CUST01175,49,Salaried,681239,Kano,602,Personal,1630607,11.92,6,304162.56,1562192.72,68414.28000000003,Active,20
LOAN001176,CUST01176,41,Salaried,874867,Kano,724,Personal,1003327,14.87,6,192086.95,1071534.09,0.0,Closed,0
LOAN001177,CUST01177,64,Salaried,111421,Ibadan,486,Business,1781107,5.21,6,312317.11,1701083.28,80023.71999999997,Defaulted,178
LOAN001178,CUST01178,52,Salaried,406917,Lagos,681,Personal,1568564,23.05,18,107228.78,1746726.51,0.0,Closed,0
LOAN001179,CUST01179,62,Self-employed,594604,Kano,667,Emergency,140337,7.22,18,8359.41,89705.78,50631.22,Active,20
LOAN001180,CUST01180,27,Self-employed,616046,Kano,699,Emergency,1989568,7.76,24,89331.6,431993.77,1557574.23,Active,20
LOAN001181,CUST01181,35,Salaried,1385683,Port Harcourt,487,Emergency,306635,15.44,12,29498.29,135283.85,171351.15,Active,30
LOAN001182,CUST01182,60,Salaried,523600,Abuja,783,Personal,1656842,10.92,6,306294.86,485938.91,1170903.09,Active,10
LOAN001183,CUST01183,30,Unemployed,207589,Ibadan,834,Personal,176388,9.25,12,16058.66,98992.65,77395.35,Active,30
LOAN001184,CUST01184,37,Salaried,763975,Ibadan,445,Business,1288416,20.23,36,43029.52,759211.45,529204.55,Delinquent,79
LOAN001185,CUST01185,57,Salaried,1108037,Kano,798,Business,322756,9.38,18,19612.81,133957.51,188798.49,Active,30
LOAN001186,CUST01186,59,Salaried,889290,Lagos,584,Business,632669,13.46,18,39879.24,444912.17,187756.83000000002,Defaulted,163
LOAN001187,CUST01187,35,Self-employed,1016690,Lagos,710,Emergency,1612432,7.2,6,288087.85,1286729.55,325702.44999999995,Delinquent,42
LOAN001188,CUST01188,23,Salaried,1438074,Port Harcourt,823,Emergency,788106,10.31,36,24148.88,855268.11,0.0,Closed,0
LOAN001189,CUST01189,41,Salaried,494734,Lagos,490,Personal,1103169,13.62,18,69634.48,708311.06,394857.93999999994,Active,20
LOAN001190,CUST01190,56,Salaried,1410258,Port Harcourt,681,Emergency,1996198,13.45,18,125815.92,1249541.0,746657.0,Active,10
LOAN001191,CUST01191,25,Salaried,1137621,Lagos,535,Personal,1478497,6.0,12,130600.57,681398.35,797098.65,Defaulted,118
LOAN001192,CUST01192,43,Salaried,1256345,Ibadan,644,Personal,188091,15.64,18,12083.8,160467.27,27623.73000000001,Active,30
LOAN001193,CUST01193,40,Self-employed,511139,Port Harcourt,558,Education,1894503,18.83,24,93801.58,1439517.45,454985.55000000005,Active,10
LOAN001194,CUST01194,62,Salaried,56515,Abuja,539,Business,1105371,23.16,36,37815.97,752624.77,352746.23,Active,20
LOAN001195,CUST01195,27,Self-employed,710838,Lagos,774,Emergency,399480,8.75,24,18101.44,406294.94,0.0,Closed,0
LOAN001196,CUST01196,56,Salaried,947418,Port Harcourt,538,Emergency,422276,24.49,6,87615.23,82826.75,339449.25,Active,0
LOAN001197,CUST01197,54,Salaried,1272972,Port Harcourt,571,Business,1881272,9.95,6,344743.09,566340.42,1314931.58,Active,0
LOAN001198,CUST01198,46,Salaried,1151569,Ibadan,476,Education,1633333,7.93,6,293809.38,1184115.15,449217.8500000001,Active,20
LOAN001199,CUST01199,37,Salaried,1194447,Port Harcourt,529,Emergency,1070250,10.07,24,49084.34,506701.36,563548.64,Active,20
LOAN001200,CUST01200,32,Salaried,286477,Abuja,658,Education,1139069,19.56,6,226978.48,925129.29,213939.70999999996,Active,30
LOAN001201,CUST01201,30,Salaried,1094029,Ibadan,671,Personal,1261281,19.82,24,62969.45,672866.59,588414.41,Active,0
LOAN001202,CUST01202,29,Self-employed,624460,Port Harcourt,617,Education,1473549,15.9,24,71160.14,863493.78,610055.22,Defaulted,157
LOAN001203,CUST01203,37,Salaried,744567,Abuja,810,Personal,925129,23.91,18,63684.85,1110154.8,0.0,Closed,0
LOAN001204,CUST01204,54,Salaried,1265334,Port Harcourt,749,Education,769898,21.68,6,156135.31,277260.0,492638.0,Active,30
LOAN001205,CUST01205,51,Unemployed,281086,Port Harcourt,512,Business,1096325,23.54,12,112866.66,1089110.05,7214.949999999953,Active,10
LOAN001206,CUST01206,36,Salaried,686790,Kano,834,Personal,185510,21.0,6,37411.18,184699.93,810.070000000007,Active,10
LOAN001207,CUST01207,40,Salaried,161554,Port Harcourt,539,Business,60675,13.61,6,11488.81,25073.13,35601.869999999995,Active,10
LOAN001208,CUST01208,45,Self-employed,230362,Kano,682,Personal,349146,24.92,12,36346.1,368453.23,0.0,Closed,0
LOAN001209,CUST01209,42,Salaried,659856,Ibadan,690,Emergency,1042325,23.66,12,107411.59,954189.0,88136.0,Delinquent,71
